declarationId,senderReference,receiverReference,goodsCategoryCode,riskAssessmentCode,originCountry,declaredValue,weightKg
DEC-02529,SND-0244,RCV-0092,CAT-024,RISK-06,CN,3673.29,288.7
DEC-02530,SND-0011,RCV-0121,CAT-031,RISK-11,US,3710.30,290.0
DEC-02531,SND-0028,RCV-0150,CAT-038,RISK-16,EE,3747.31,291.3
DEC-02532,SND-0045,RCV-0179,CAT-045,RISK-01,LV,3784.32,292.6
DEC-02533,SND-0062,RCV-0208,CAT-052,RISK-06,LT,3821.33,293.9
DEC-02534,SND-0079,RCV-0237,CAT-059,RISK-11,FI,3858.34,295.2
DEC-02535,SND-0096,RCV-0016,CAT-066,RISK-16,SE,3895.35,296.5
DEC-02536,SND-0113,RCV-0045,CAT-073,RISK-01,DE,3932.36,297.8
DEC-02537,SND-0130,RCV-0074,CAT-080,RISK-06,PL,3969.37,299.1
DEC-02538,SND-0147,RCV-0103,CAT-007,RISK-11,NL,4006.38,300.4
DEC-02539,SND-0164,RCV-0132,CAT-014,RISK-16,CN,4043.39,301.7
DEC-02540,SND-0181,RCV-0161,CAT-021,RISK-01,US,4080.40,303.0
DEC-02541,SND-0198,RCV-0190,CAT-028,RISK-06,EE,4117.41,304.3
DEC-02542,SND-0215,RCV-0219,CAT-035,RISK-11,LV,4154.42,305.6
DEC-02543,SND-0232,RCV-0248,CAT-042,RISK-16,LT,4191.43,306.9
DEC-02544,SND-0249,RCV-0027,CAT-049,RISK-01,FI,4228.44,308.2
DEC-02545,SND-0016,RCV-0056,CAT-056,RISK-06,SE,4265.45,309.5
DEC-02546,SND-0033,RCV-0085,CAT-063,RISK-11,DE,4302.46,310.8
DEC-02547,SND-0050,RCV-0114,CAT-070,RISK-16,PL,4339.47,312.1
DEC-02548,SND-0067,RCV-0143,CAT-077,RISK-01,NL,4376.48,313.4
DEC-02549,SND-0084,RCV-0172,CAT-004,RISK-06,CN,4413.49,314.7
DEC-02550,SND-0101,RCV-0201,CAT-011,RISK-11,US,4450.50,316.0
DEC-02551,SND-0118,RCV-0230,CAT-018,RISK-16,EE,4487.51,317.3
DEC-02552,SND-0135,RCV-0009,CAT-025,RISK-01,LV,4524.52,318.6
DEC-02553,SND-0152,RCV-0038,CAT-032,RISK-06,LT,4561.53,319.9
DEC-02554,SND-0169,RCV-0067,CAT-039,RISK-11,FI,4598.54,321.2
DEC-02555,SND-0186,RCV-0096,CAT-046,RISK-16,SE,4635.55,322.5
DEC-02556,SND-0203,RCV-0125,CAT-053,RISK-01,DE,4672.56,323.8
DEC-02557,SND-0220,RCV-0154,CAT-060,RISK-06,PL,4709.57,325.1
DEC-02558,SND-0237,RCV-0183,CAT-067,RISK-11,NL,4746.58,326.4
DEC-02559,SND-0004,RCV-0212,CAT-074,RISK-16,CN,4783.59,327.7
DEC-02560,SND-0021,RCV-0241,CAT-001,RISK-01,US,4820.60,329.0
DEC-02561,SND-0038,RCV-0020,CAT-008,RISK-06,EE,4857.61,330.3
DEC-02562,SND-0055,RCV-0049,CAT-015,RISK-11,LV,4894.62,331.6
DEC-02563,SND-0072,RCV-0078,CAT-022,RISK-16,LT,4931.63,332.9
DEC-02564,SND-0089,RCV-0107,CAT-029,RISK-01,FI,4968.64,334.2
DEC-02565,SND-0106,RCV-0136,CAT-036,RISK-06,SE,5005.65,335.5
DEC-02566,SND-0123,RCV-0165,CAT-043,RISK-11,DE,5042.66,336.8
DEC-02567,SND-0140,RCV-0194,CAT-050,RISK-16,PL,5079.67,338.1
DEC-02568,SND-0157,RCV-0223,CAT-057,RISK-01,NL,5116.68,339.4
DEC-02569,SND-0174,RCV-0002,CAT-064,RISK-06,CN,5153.69,340.7
DEC-02570,SND-0191,RCV-0031,CAT-071,RISK-11,US,5190.70,342.0
DEC-02571,SND-0208,RCV-0060,CAT-078,RISK-16,EE,5227.71,343.3
DEC-02572,SND-0225,RCV-0089,CAT-005,RISK-01,LV,5264.72,344.6
DEC-02573,SND-0242,RCV-0118,CAT-012,RISK-06,LT,5301.73,345.9
DEC-02574,SND-0009,RCV-0147,CAT-019,RISK-11,FI,5338.74,347.2
DEC-02575,SND-0026,RCV-0176,CAT-026,RISK-16,SE,5375.75,348.5
DEC-02576,SND-0043,RCV-0205,CAT-033,RISK-01,DE,5412.76,349.8
DEC-02577,SND-0060,RCV-0234,CAT-040,RISK-06,PL,5449.77,351.1
DEC-02578,SND-0077,RCV-0013,CAT-047,RISK-11,NL,5486.78,352.4
DEC-02579,SND-0094,RCV-0042,CAT-054,RISK-16,CN,5523.79,353.7
DEC-02580,SND-0111,RCV-0071,CAT-061,RISK-01,US,5560.80,355.0
DEC-02581,SND-0128,RCV-0100,CAT-068,RISK-06,EE,5597.81,356.3
DEC-02582,SND-0145,RCV-0129,CAT-075,RISK-11,LV,5634.82,357.6
DEC-02583,SND-0162,RCV-0158,CAT-002,RISK-16,LT,5671.83,358.9
DEC-02584,SND-0179,RCV-0187,CAT-009,RISK-01,FI,5708.84,360.2
DEC-02585,SND-0196,RCV-0216,CAT-016,RISK-06,SE,5745.85,361.5
DEC-02586,SND-0213,RCV-0245,CAT-023,RISK-11,DE,5782.86,362.8
DEC-02587,SND-0230,RCV-0024,CAT-030,RISK-16,PL,5819.87,364.1
DEC-02588,SND-0247,RCV-0053,CAT-037,RISK-01,NL,5856.88,365.4
DEC-02589,SND-0014,RCV-0082,CAT-044,RISK-06,CN,5893.89,366.7
DEC-02590,SND-0031,RCV-0111,CAT-051,RISK-11,US,5930.90,368.0
DEC-02591,SND-0048,RCV-0140,CAT-058,RISK-16,EE,5967.91,369.3
DEC-02592,SND-0065,RCV-0169,CAT-065,RISK-01,LV,6004.92,370.6
DEC-02593,SND-0082,RCV-0198,CAT-072,RISK-06,LT,6041.93,371.9
DEC-02594,SND-0099,RCV-0227,CAT-079,RISK-11,FI,6078.94,373.2
DEC-02595,SND-0116,RCV-0006,CAT-006,RISK-16,SE,6115.95,374.5
DEC-02596,SND-0133,RCV-0035,CAT-013,RISK-01,DE,6152.96,375.8
DEC-02597,SND-0150,RCV-0064,CAT-020,RISK-06,PL,6189.97,377.1
DEC-02598,SND-0167,RCV-0093,CAT-027,RISK-11,NL,6226.98,378.4
DEC-02599,SND-0184,RCV-0122,CAT-034,RISK-16,CN,6263.99,379.7
DEC-02600,SND-0201,RCV-0151,CAT-041,RISK-01,US,6300.00,381.0
DEC-02601,SND-0218,RCV-0180,CAT-048,RISK-06,EE,6337.01,382.3
DEC-02602,SND-0235,RCV-0209,CAT-055,RISK-11,LV,6374.02,383.6
DEC-02603,SND-0002,RCV-0238,CAT-062,RISK-16,LT,6411.03,384.9
DEC-02604,SND-0019,RCV-0017,CAT-069,RISK-01,FI,6448.04,386.2
DEC-02605,SND-0036,RCV-0046,CAT-076,RISK-06,SE,6485.05,387.5
DEC-02606,SND-0053,RCV-0075,CAT-003,RISK-11,DE,6522.06,388.8
DEC-02607,SND-0070,RCV-0104,CAT-010,RISK-16,PL,6559.07,390.1
DEC-02608,SND-0087,RCV-0133,CAT-017,RISK-01,NL,6596.08,391.4
DEC-02609,SND-0104,RCV-0162,CAT-024,RISK-06,CN,6633.09,392.7
DEC-02610,SND-0121,RCV-0191,CAT-031,RISK-11,US,6670.10,394.0
DEC-02611,SND-0138,RCV-0220,CAT-038,RISK-16,EE,6707.11,395.3
DEC-02612,SND-0155,RCV-0249,CAT-045,RISK-01,LV,6744.12,396.6
DEC-02613,SND-0172,RCV-0028,CAT-052,RISK-06,LT,6781.13,397.9
DEC-02614,SND-0189,RCV-0057,CAT-059,RISK-11,FI,6818.14,399.2
DEC-02615,SND-0206,RCV-0086,CAT-066,RISK-16,SE,6855.15,400.5
DEC-02616,SND-0223,RCV-0115,CAT-073,RISK-01,DE,6892.16,401.8
DEC-02617,SND-0240,RCV-0144,CAT-080,RISK-06,PL,6929.17,403.1
DEC-02618,SND-0007,RCV-0173,CAT-007,RISK-11,NL,6966.18,404.4
DEC-02619,SND-0024,RCV-0202,CAT-014,RISK-16,CN,7003.19,405.7
DEC-02620,SND-0041,RCV-0231,CAT-021,RISK-01,US,7040.20,407.0
DEC-02621,SND-0058,RCV-0010,CAT-028,RISK-06,EE,7077.21,408.3
DEC-02622,SND-0075,RCV-0039,CAT-035,RISK-11,LV,7114.22,409.6
DEC-02623,SND-0092,RCV-0068,CAT-042,RISK-16,LT,7151.23,410.9
DEC-02624,SND-0109,RCV-0097,CAT-049,RISK-01,FI,7188.24,412.2
DEC-02625,SND-0126,RCV-0126,CAT-056,RISK-06,SE,7225.25,413.5
DEC-02626,SND-0143,RCV-0155,CAT-063,RISK-11,DE,7262.26,414.8
DEC-02627,SND-0160,RCV-0184,CAT-070,RISK-16,PL,7299.27,416.1
DEC-02628,SND-0177,RCV-0213,CAT-077,RISK-01,NL,7336.28,417.4
DEC-02629,SND-0194,RCV-0242,CAT-004,RISK-06,CN,7373.29,418.7
DEC-02630,SND-0211,RCV-0021,CAT-011,RISK-11,US,7410.30,420.0
DEC-02631,SND-0228,RCV-0050,CAT-018,RISK-16,EE,7447.31,421.3
DEC-02632,SND-0245,RCV-0079,CAT-025,RISK-01,LV,7484.32,422.6
DEC-02633,SND-0012,RCV-0108,CAT-032,RISK-06,LT,7521.33,423.9
DEC-02634,SND-0029,RCV-0137,CAT-039,RISK-11,FI,7558.34,425.2
DEC-02635,SND-0046,RCV-0166,CAT-046,RISK-16,SE,7595.35,426.5
DEC-02636,SND-0063,RCV-0195,CAT-053,RISK-01,DE,7632.36,427.8
DEC-02637,SND-0080,RCV-0224,CAT-060,RISK-06,PL,7669.37,429.1
DEC-02638,SND-0097,RCV-0003,CAT-067,RISK-11,NL,7706.38,430.4
DEC-02639,SND-0114,RCV-0032,CAT-074,RISK-16,CN,7743.39,431.7
DEC-02640,SND-0131,RCV-0061,CAT-001,RISK-01,US,7780.40,433.0
DEC-02641,SND-0148,RCV-0090,CAT-008,RISK-06,EE,7817.41,434.3
DEC-02642,SND-0165,RCV-0119,CAT-015,RISK-11,LV,7854.42,435.6
DEC-02643,SND-0182,RCV-0148,CAT-022,RISK-16,LT,7891.43,436.9
DEC-02644,SND-0199,RCV-0177,CAT-029,RISK-01,FI,7928.44,438.2
DEC-02645,SND-0216,RCV-0206,CAT-036,RISK-06,SE,7965.45,439.5
DEC-02646,SND-0233,RCV-0235,CAT-043,RISK-11,DE,8002.46,440.8
DEC-02647,SND-0250,RCV-0014,CAT-050,RISK-16,PL,8039.47,442.1
DEC-02648,SND-0017,RCV-0043,CAT-057,RISK-01,NL,8076.48,443.4
DEC-02649,SND-0034,RCV-0072,CAT-064,RISK-06,CN,8113.49,444.7
DEC-02650,SND-0051,RCV-0101,CAT-071,RISK-11,US,8150.50,446.0
DEC-02651,SND-0068,RCV-0130,CAT-078,RISK-16,EE,8187.51,447.3
DEC-02652,SND-0085,RCV-0159,CAT-005,RISK-01,LV,8224.52,448.6
DEC-02653,SND-0102,RCV-0188,CAT-012,RISK-06,LT,8261.53,449.9
DEC-02654,SND-0119,RCV-0217,CAT-019,RISK-11,FI,8298.54,451.2
DEC-02655,SND-0136,RCV-0246,CAT-026,RISK-16,SE,8335.55,452.5
DEC-02656,SND-0153,RCV-0025,CAT-033,RISK-01,DE,8372.56,453.8
DEC-02657,SND-0170,RCV-0054,CAT-040,RISK-06,PL,8409.57,455.1
DEC-02658,SND-0187,RCV-0083,CAT-047,RISK-11,NL,8446.58,456.4
DEC-02659,SND-0204,RCV-0112,CAT-054,RISK-16,CN,8483.59,457.7
DEC-02660,SND-0221,RCV-0141,CAT-061,RISK-01,US,8520.60,459.0
DEC-02661,SND-0238,RCV-0170,CAT-068,RISK-06,EE,8557.61,460.3
DEC-02662,SND-0005,RCV-0199,CAT-075,RISK-11,LV,8594.62,461.6
DEC-02663,SND-0022,RCV-0228,CAT-002,RISK-16,LT,8631.63,462.9
DEC-02664,SND-0039,RCV-0007,CAT-009,RISK-01,FI,8668.64,464.2
DEC-02665,SND-0056,RCV-0036,CAT-016,RISK-06,SE,8705.65,465.5
DEC-02666,SND-0073,RCV-0065,CAT-023,RISK-11,DE,8742.66,466.8
DEC-02667,SND-0090,RCV-0094,CAT-030,RISK-16,PL,8779.67,468.1
DEC-02668,SND-0107,RCV-0123,CAT-037,RISK-01,NL,8816.68,469.4
DEC-02669,SND-0124,RCV-0152,CAT-044,RISK-06,CN,8853.69,470.7
DEC-02670,SND-0141,RCV-0181,CAT-051,RISK-11,US,8890.70,472.0
DEC-02671,SND-0158,RCV-0210,CAT-058,RISK-16,EE,8927.71,473.3
DEC-02672,SND-0175,RCV-0239,CAT-065,RISK-01,LV,8964.72,474.6
DEC-02673,SND-0192,RCV-0018,CAT-072,RISK-06,LT,9001.73,475.9
DEC-02674,SND-0209,RCV-0047,CAT-079,RISK-11,FI,9038.74,477.2
DEC-02675,SND-0226,RCV-0076,CAT-006,RISK-16,SE,9075.75,478.5
DEC-02676,SND-0243,RCV-0105,CAT-013,RISK-01,DE,9112.76,479.8
DEC-02677,SND-0010,RCV-0134,CAT-020,RISK-06,PL,9149.77,481.1
DEC-02678,SND-0027,RCV-0163,CAT-027,RISK-11,NL,9186.78,482.4
DEC-02679,SND-0044,RCV-0192,CAT-034,RISK-16,CN,9223.79,483.7
DEC-02680,SND-0061,RCV-0221,CAT-041,RISK-01,US,9260.80,485.0
DEC-02681,SND-0078,RCV-0250,CAT-048,RISK-06,EE,9297.81,486.3
DEC-02682,SND-0095,RCV-0029,CAT-055,RISK-11,LV,9334.82,487.6
DEC-02683,SND-0112,RCV-0058,CAT-062,RISK-16,LT,9371.83,488.9
DEC-02684,SND-0129,RCV-0087,CAT-069,RISK-01,FI,9408.84,490.2
DEC-02685,SND-0146,RCV-0116,CAT-076,RISK-06,SE,9445.85,491.5
DEC-02686,SND-0163,RCV-0145,CAT-003,RISK-11,DE,9482.86,492.8
DEC-02687,SND-0180,RCV-0174,CAT-010,RISK-16,PL,9519.87,494.1
DEC-02688,SND-0197,RCV-0203,CAT-017,RISK-01,NL,9556.88,495.4
DEC-02689,SND-0214,RCV-0232,CAT-024,RISK-06,CN,9593.89,496.7
DEC-02690,SND-0231,RCV-0011,CAT-031,RISK-11,US,9630.90,498.0
DEC-02691,SND-0248,RCV-0040,CAT-038,RISK-16,EE,9667.91,499.3
DEC-02692,SND-0015,RCV-0069,CAT-045,RISK-01,LV,9704.92,500.6
DEC-02693,SND-0032,RCV-0098,CAT-052,RISK-06,LT,9741.93,1.9
DEC-02694,SND-0049,RCV-0127,CAT-059,RISK-11,FI,9778.94,3.2
DEC-02695,SND-0066,RCV-0156,CAT-066,RISK-16,SE,9815.95,4.5
DEC-02696,SND-0083,RCV-0185,CAT-073,RISK-01,DE,9852.96,5.8
DEC-02697,SND-0100,RCV-0214,CAT-080,RISK-06,PL,9889.97,7.1
DEC-02698,SND-0117,RCV-0243,CAT-007,RISK-11,NL,9926.98,8.4
DEC-02699,SND-0134,RCV-0022,CAT-014,RISK-16,CN,9963.99,9.7
DEC-02700,SND-0151,RCV-0051,CAT-021,RISK-01,US,10000.00,11.0
DEC-02701,SND-0168,RCV-0080,CAT-028,RISK-06,EE,10037.01,12.3
DEC-02702,SND-0185,RCV-0109,CAT-035,RISK-11,LV,10074.02,13.6
DEC-02703,SND-0202,RCV-0138,CAT-042,RISK-16,LT,10111.03,14.9
DEC-02704,SND-0219,RCV-0167,CAT-049,RISK-01,FI,10148.04,16.2
DEC-02705,SND-0236,RCV-0196,CAT-056,RISK-06,SE,10185.05,17.5
DEC-02706,SND-0003,RCV-0225,CAT-063,RISK-11,DE,10222.06,18.8
DEC-02707,SND-0020,RCV-0004,CAT-070,RISK-16,PL,10259.07,20.1
DEC-02708,SND-0037,RCV-0033,CAT-077,RISK-01,NL,10296.08,21.4
DEC-02709,SND-0054,RCV-0062,CAT-004,RISK-06,CN,10333.09,22.7
DEC-02710,SND-0071,RCV-0091,CAT-011,RISK-11,US,10370.10,24.0
DEC-02711,SND-0088,RCV-0120,CAT-018,RISK-16,EE,10407.11,25.3
DEC-02712,SND-0105,RCV-0149,CAT-025,RISK-01,LV,10444.12,26.6
DEC-02713,SND-0122,RCV-0178,CAT-032,RISK-06,LT,10481.13,27.9
DEC-02714,SND-0139,RCV-0207,CAT-039,RISK-11,FI,10518.14,29.2
DEC-02715,SND-0156,RCV-0236,CAT-046,RISK-16,SE,10555.15,30.5
DEC-02716,SND-0173,RCV-0015,CAT-053,RISK-01,DE,10592.16,31.8
DEC-02717,SND-0190,RCV-0044,CAT-060,RISK-06,PL,10629.17,33.1
DEC-02718,SND-0207,RCV-0073,CAT-067,RISK-11,NL,10666.18,34.4
DEC-02719,SND-0224,RCV-0102,CAT-074,RISK-16,CN,10703.19,35.7
DEC-02720,SND-0241,RCV-0131,CAT-001,RISK-01,US,10740.20,37.0
DEC-02721,SND-0008,RCV-0160,CAT-008,RISK-06,EE,10777.21,38.3
DEC-02722,SND-0025,RCV-0189,CAT-015,RISK-11,LV,10814.22,39.6
DEC-02723,SND-0042,RCV-0218,CAT-022,RISK-16,LT,10851.23,40.9
DEC-02724,SND-0059,RCV-0247,CAT-029,RISK-01,FI,10888.24,42.2
DEC-02725,SND-0076,RCV-0026,CAT-036,RISK-06,SE,10925.25,43.5
DEC-02726,SND-0093,RCV-0055,CAT-043,RISK-11,DE,10962.26,44.8
DEC-02727,SND-0110,RCV-0084,CAT-050,RISK-16,PL,10999.27,46.1
DEC-02728,SND-0127,RCV-0113,CAT-057,RISK-01,NL,11036.28,47.4
DEC-02729,SND-0144,RCV-0142,CAT-064,RISK-06,CN,11073.29,48.7
DEC-02730,SND-0161,RCV-0171,CAT-071,RISK-11,US,11110.30,50.0
DEC-02731,SND-0178,RCV-0200,CAT-078,RISK-16,EE,11147.31,51.3
DEC-02732,SND-0195,RCV-0229,CAT-005,RISK-01,LV,11184.32,52.6
DEC-02733,SND-0212,RCV-0008,CAT-012,RISK-06,LT,11221.33,53.9
DEC-02734,SND-0229,RCV-0037,CAT-019,RISK-11,FI,11258.34,55.2
DEC-02735,SND-0246,RCV-0066,CAT-026,RISK-16,SE,11295.35,56.5
DEC-02736,SND-0013,RCV-0095,CAT-033,RISK-01,DE,11332.36,57.8
DEC-02737,SND-0030,RCV-0124,CAT-040,RISK-06,PL,11369.37,59.1
DEC-02738,SND-0047,RCV-0153,CAT-047,RISK-11,NL,11406.38,60.4
DEC-02739,SND-0064,RCV-0182,CAT-054,RISK-16,CN,11443.39,61.7
DEC-02740,SND-0081,RCV-0211,CAT-061,RISK-01,US,11480.40,63.0
DEC-02741,SND-0098,RCV-0240,CAT-068,RISK-06,EE,11517.41,64.3
DEC-02742,SND-0115,RCV-0019,CAT-075,RISK-11,LV,11554.42,65.6
DEC-02743,SND-0132,RCV-0048,CAT-002,RISK-16,LT,11591.43,66.9
DEC-02744,SND-0149,RCV-0077,CAT-009,RISK-01,FI,11628.44,68.2
DEC-02745,SND-0166,RCV-0106,CAT-016,RISK-06,SE,11665.45,69.5
DEC-02746,SND-0183,RCV-0135,CAT-023,RISK-11,DE,11702.46,70.8
DEC-02747,SND-0200,RCV-0164,CAT-030,RISK-16,PL,11739.47,72.1
DEC-02748,SND-0217,RCV-0193,CAT-037,RISK-01,NL,11776.48,73.4
DEC-02749,SND-0234,RCV-0222,CAT-044,RISK-06,CN,11813.49,74.7
DEC-02750,SND-0001,RCV-0001,CAT-051,RISK-11,US,11850.50,76.0
DEC-02751,SND-0018,RCV-0030,CAT-058,RISK-16,EE,11887.51,77.3
DEC-02752,SND-0035,RCV-0059,CAT-065,RISK-01,LV,11924.52,78.6
DEC-02753,SND-0052,RCV-0088,CAT-072,RISK-06,LT,11961.53,79.9
DEC-02754,SND-0069,RCV-0117,CAT-079,RISK-11,FI,11998.54,81.2
DEC-02755,SND-0086,RCV-0146,CAT-006,RISK-16,SE,12035.55,82.5
DEC-02756,SND-0103,RCV-0175,CAT-013,RISK-01,DE,12072.56,83.8
DEC-02757,SND-0120,RCV-0204,CAT-020,RISK-06,PL,12109.57,85.1
DEC-02758,SND-0137,RCV-0233,CAT-027,RISK-11,NL,12146.58,86.4
DEC-02759,SND-0154,RCV-0012,CAT-034,RISK-16,CN,12183.59,87.7
DEC-02760,SND-0171,RCV-0041,CAT-041,RISK-01,US,12220.60,89.0
DEC-02761,SND-0188,RCV-0070,CAT-048,RISK-06,EE,12257.61,90.3
DEC-02762,SND-0205,RCV-0099,CAT-055,RISK-11,LV,12294.62,91.6
DEC-02763,SND-0222,RCV-0128,CAT-062,RISK-16,LT,12331.63,92.9
DEC-02764,SND-0239,RCV-0157,CAT-069,RISK-01,FI,12368.64,94.2
DEC-02765,SND-0006,RCV-0186,CAT-076,RISK-06,SE,12405.65,95.5
DEC-02766,SND-0023,RCV-0215,CAT-003,RISK-11,DE,12442.66,96.8
DEC-02767,SND-0040,RCV-0244,CAT-010,RISK-16,PL,12479.67,98.1
DEC-02768,SND-0057,RCV-0023,CAT-017,RISK-01,NL,12516.68,99.4
DEC-02769,SND-0074,RCV-0052,CAT-024,RISK-06,CN,12553.69,100.7
DEC-02770,SND-0091,RCV-0081,CAT-031,RISK-11,US,12590.70,102.0
DEC-02771,SND-0108,RCV-0110,CAT-038,RISK-16,EE,12627.71,103.3
DEC-02772,SND-0125,RCV-0139,CAT-045,RISK-01,LV,12664.72,104.6
DEC-02773,SND-0142,RCV-0168,CAT-052,RISK-06,LT,12701.73,105.9
DEC-02774,SND-0159,RCV-0197,CAT-059,RISK-11,FI,12738.74,107.2
DEC-02775,SND-0176,RCV-0226,CAT-066,RISK-16,SE,12775.75,108.5
DEC-02776,SND-0193,RCV-0005,CAT-073,RISK-01,DE,12812.76,109.8
DEC-02777,SND-0210,RCV-0034,CAT-080,RISK-06,PL,12849.77,111.1
DEC-02778,SND-0227,RCV-0063,CAT-007,RISK-11,NL,12886.78,112.4
DEC-02779,SND-0244,RCV-0092,CAT-014,RISK-16,CN,12923.79,113.7
DEC-02780,SND-0011,RCV-0121,CAT-021,RISK-01,US,12960.80,115.0
DEC-02781,SND-0028,RCV-0150,CAT-028,RISK-06,EE,12997.81,116.3
DEC-02782,SND-0045,RCV-0179,CAT-035,RISK-11,LV,13034.82,117.6
DEC-02783,SND-0062,RCV-0208,CAT-042,RISK-16,LT,13071.83,118.9
DEC-02784,SND-0079,RCV-0237,CAT-049,RISK-01,FI,13108.84,120.2
DEC-02785,SND-0096,RCV-0016,CAT-056,RISK-06,SE,13145.85,121.5
DEC-02786,SND-0113,RCV-0045,CAT-063,RISK-11,DE,13182.86,122.8
DEC-02787,SND-0130,RCV-0074,CAT-070,RISK-16,PL,13219.87,124.1
DEC-02788,SND-0147,RCV-0103,CAT-077,RISK-01,NL,13256.88,125.4
DEC-02789,SND-0164,RCV-0132,CAT-004,RISK-06,CN,13293.89,126.7
DEC-02790,SND-0181,RCV-0161,CAT-011,RISK-11,US,13330.90,128.0
DEC-02791,SND-0198,RCV-0190,CAT-018,RISK-16,EE,13367.91,129.3
DEC-02792,SND-0215,RCV-0219,CAT-025,RISK-01,LV,13404.92,130.6
DEC-02793,SND-0232,RCV-0248,CAT-032,RISK-06,LT,13441.93,131.9
DEC-02794,SND-0249,RCV-0027,CAT-039,RISK-11,FI,13478.94,133.2
DEC-02795,SND-0016,RCV-0056,CAT-046,RISK-16,SE,13515.95,134.5
DEC-02796,SND-0033,RCV-0085,CAT-053,RISK-01,DE,13552.96,135.8
DEC-02797,SND-0050,RCV-0114,CAT-060,RISK-06,PL,13589.97,137.1
DEC-02798,SND-0067,RCV-0143,CAT-067,RISK-11,NL,13626.98,138.4
DEC-02799,SND-0084,RCV-0172,CAT-074,RISK-16,CN,13663.99,139.7
DEC-02800,SND-0101,RCV-0201,CAT-001,RISK-01,US,13700.00,141.0
DEC-02801,SND-0118,RCV-0230,CAT-008,RISK-06,EE,13737.01,142.3
DEC-02802,SND-0135,RCV-0009,CAT-015,RISK-11,LV,13774.02,143.6
DEC-02803,SND-0152,RCV-0038,CAT-022,RISK-16,LT,13811.03,144.9
DEC-02804,SND-0169,RCV-0067,CAT-029,RISK-01,FI,13848.04,146.2
DEC-02805,SND-0186,RCV-0096,CAT-036,RISK-06,SE,13885.05,147.5
DEC-02806,SND-0203,RCV-0125,CAT-043,RISK-11,DE,13922.06,148.8
DEC-02807,SND-0220,RCV-0154,CAT-050,RISK-16,PL,13959.07,150.1
DEC-02808,SND-0237,RCV-0183,CAT-057,RISK-01,NL,13996.08,151.4
DEC-02809,SND-0004,RCV-0212,CAT-064,RISK-06,CN,14033.09,152.7
DEC-02810,SND-0021,RCV-0241,CAT-071,RISK-11,US,14070.10,154.0
DEC-02811,SND-0038,RCV-0020,CAT-078,RISK-16,EE,14107.11,155.3
DEC-02812,SND-0055,RCV-0049,CAT-005,RISK-01,LV,14144.12,156.6
DEC-02813,SND-0072,RCV-0078,CAT-012,RISK-06,LT,14181.13,157.9
DEC-02814,SND-0089,RCV-0107,CAT-019,RISK-11,FI,14218.14,159.2
DEC-02815,SND-0106,RCV-0136,CAT-026,RISK-16,SE,14255.15,160.5
DEC-02816,SND-0123,RCV-0165,CAT-033,RISK-01,DE,14292.16,161.8
DEC-02817,SND-0140,RCV-0194,CAT-040,RISK-06,PL,14329.17,163.1
DEC-02818,SND-0157,RCV-0223,CAT-047,RISK-11,NL,14366.18,164.4
DEC-02819,SND-0174,RCV-0002,CAT-054,RISK-16,CN,14403.19,165.7
DEC-02820,SND-0191,RCV-0031,CAT-061,RISK-01,US,14440.20,167.0
DEC-02821,SND-0208,RCV-0060,CAT-068,RISK-06,EE,14477.21,168.3
DEC-02822,SND-0225,RCV-0089,CAT-075,RISK-11,LV,14514.22,169.6
DEC-02823,SND-0242,RCV-0118,CAT-002,RISK-16,LT,14551.23,170.9
DEC-02824,SND-0009,RCV-0147,CAT-009,RISK-01,FI,14588.24,172.2
DEC-02825,SND-0026,RCV-0176,CAT-016,RISK-06,SE,14625.25,173.5
DEC-02826,SND-0043,RCV-0205,CAT-023,RISK-11,DE,14662.26,174.8
DEC-02827,SND-0060,RCV-0234,CAT-030,RISK-16,PL,14699.27,176.1
DEC-02828,SND-0077,RCV-0013,CAT-037,RISK-01,NL,14736.28,177.4
DEC-02829,SND-0094,RCV-0042,CAT-044,RISK-06,CN,14773.29,178.7
DEC-02830,SND-0111,RCV-0071,CAT-051,RISK-11,US,14810.30,180.0
DEC-02831,SND-0128,RCV-0100,CAT-058,RISK-16,EE,14847.31,181.3
DEC-02832,SND-0145,RCV-0129,CAT-065,RISK-01,LV,14884.32,182.6
DEC-02833,SND-0162,RCV-0158,CAT-072,RISK-06,LT,14921.33,183.9
DEC-02834,SND-0179,RCV-0187,CAT-079,RISK-11,FI,14958.34,185.2
DEC-02835,SND-0196,RCV-0216,CAT-006,RISK-16,SE,14995.35,186.5
DEC-02836,SND-0213,RCV-0245,CAT-013,RISK-01,DE,15032.36,187.8
DEC-02837,SND-0230,RCV-0024,CAT-020,RISK-06,PL,15069.37,189.1
DEC-02838,SND-0247,RCV-0053,CAT-027,RISK-11,NL,15106.38,190.4
DEC-02839,SND-0014,RCV-0082,CAT-034,RISK-16,CN,15143.39,191.7
DEC-02840,SND-0031,RCV-0111,CAT-041,RISK-01,US,15180.40,193.0
DEC-02841,SND-0048,RCV-0140,CAT-048,RISK-06,EE,15217.41,194.3
DEC-02842,SND-0065,RCV-0169,CAT-055,RISK-11,LV,15254.42,195.6
DEC-02843,SND-0082,RCV-0198,CAT-062,RISK-16,LT,15291.43,196.9
DEC-02844,SND-0099,RCV-0227,CAT-069,RISK-01,FI,15328.44,198.2
DEC-02845,SND-0116,RCV-0006,CAT-076,RISK-06,SE,15365.45,199.5
